cell_group	parameter	factor	c_lower	c_effect	c_upper	c_pH0	c_FDR	c_rhat	c_ess_bulk	c_ess_tail	v_lower	v_effect	v_upper	v_pH0	v_FDR	v_rhat	v_ess_bulk	v_ess_tail
3	conditionCD8-41BB	condition	-0.9824555470999999	-0.651400564040775	-0.32722541094999996	4.999999999999449e-4	1.666666666666483e-4	1.0001108097365572	3633.0558192133994	3600.6875674395733	NA	NA	NA	NA	NA	NA	NA	NA
3	conditionSTOP	condition	0.0999836855775	0.3885326520989	0.6759044486250001	0.025249999999999995	0.012874999999999998	1.0006563342889416	2911.4062840574743	2869.1708984850393	NA	NA	NA	NA	NA	NA	NA	NA
3	conditiontumor	condition	-0.0679032601275	0.2361759794219635	0.539543408075	0.18774999999999997	0.02882692307692307	1.0004741046058006	3345.034990127429	3541.853727261654	NA	NA	NA	NA	NA	NA	NA	NA
4	(Intercept)	NA	0.5899481128249999	0.75191380024675	0.9182889156749999	0	0	1.0007860566817106	3005.180869201317	3920.5692976988876	-5.761942114	-5.203476273765	-4.652166763	0	0	1.0003637085027044	651.2203731676544	3036.3089117561567
4	conditionB7H3	condition	-0.575004439375	-0.27658459415887476	0.03199748654750001	0.126	0.044270833333333336	1.0001716072880396	3923.9338430331263	3600.653030756659	NA	NA	NA	NA	NA	NA	NA	NA
4	conditionCD28-41BB	condition	-0.16237018755000002	0.1226432429078811	0.413825178075	0.43799999999999994	0.17022916666666665	1.0003252557481968	3229.902112283049	3674.527122675281	NA	NA	NA	NA	NA	NA	NA	NA
4	conditionCD8-41BB	condition	-0.32410801824999996	-0.03512039316455781	0.26040277705	0.66525	0.1940625	1.000049806332268	3780.6603208369	3811.899558950228	NA	NA	NA	NA	NA	NA	NA	NA
4	conditionSTOP	condition	-0.21080864267500002	0.08892764124452805	0.3829881674750001	0.52825	0.18084375	1.000445550374032	2820.5307597435362	3246.3246450879874	NA	NA	NA	NA	NA	NA	NA	NA
4	conditiontumor	condition	-0.21923031335	0.09009072658873213	0.384740307825	0.5215000000000001	0.095828125	1.0006034873787002	3463.048861485055	3629.6941022084393	NA	NA	NA	NA	NA	NA	NA	NA
5	(Intercept)	NA	0.6237621444	0.85790028867025	1.0902901120000001	0	0	1.0017253244262312	1792.6490383004002	3233.4897577135416	-4.8788107855	-4.411978929365	-3.93416391425	0	0	1.0046655343693482	459.0021053303618	2353.3544572871847
5	conditionB7H3	condition	-0.08651315845249999	0.2378681511446155	0.5490243202000001	0.19599999999999995	0.06303571428571428	1.0001902270586331	1564.1723007570474	3230.409125843464	NA	NA	NA	NA	NA	NA	NA	NA
5	conditionCD28-41BB	condition	-0.5298381789750001	-0.20399180245857995	0.12398080427500006	0.27575000000000005	0.098	0.9997827240772331	1523.012946816875	3359.785235373867	NA	NA	NA	NA	NA	NA	NA	NA
5	conditionCD8-41BB	condition	-0.0710257417675	0.2559433703505765	0.582789861875	0.16825	0.03624999999999999	0.9999335897762213	1408.5191881215728	2933.4341794202037	NA	NA	NA	NA	NA	NA	NA	NA
5	conditionSTOP	condition	-0.5813175220249999	-0.239364922912103	0.08007962941250017	0.20099999999999996	0.063775	1.0010900148727646	1693.6953460290542	2726.3730518334514	NA	NA	NA	NA	NA	NA	NA	NA
5	conditiontumor	condition	-1.125536455	-0.763666476452675	-0.40692669732500003	4.999999999999449e-4	1.2499999999998623e-4	1.0000997347767113	905.7368296359496	3315.1379598595236	NA	NA	NA	NA	NA	NA	NA	NA
6	(Intercept)	NA	0.442924677675	0.63179882039575	0.822860678775	0	0	1.0005410466348998	3722.155174138937	3019.9499956851787	-5.539770912250001	-5.0761900389225	-4.598961614499999	0	0	1.001999912755256	2067.05788077316	2164.449641522828
6	conditionB7H3	condition	0.13891582025000002	0.4272656741089125	0.719957078725	0.014000000000000012	0.012499999999999992	1.0002021500198324	3793.2773816868375	3466.828520112337	NA	NA	NA	NA	NA	NA	NA	NA
6	conditionCD28-41BB	condition	-0.4339333846	-0.11940595761727785	0.19822298195000004	0.4515	0.19186538461538463	0.9998725457238204	3313.004446769375	3177.9103484079988	NA	NA	NA	NA	NA	NA	NA	NA
6	conditionCD8-41BB	condition	-0.2128667041	0.08627560659981094	0.384513276	0.5345	0.13501785714285713	0.9997855655706538	2555.815985616962	3222.0540359720617	NA	NA	NA	NA	NA	NA	NA	NA
6	conditionSTOP	condition	-0.77792001655	-0.4563431313926735	-0.1349453579249999	0.016249999999999987	0.008749999999999999	1.0005180190390661	2805.0818866991094	3264.649517749715	NA	NA	NA	NA	NA	NA	NA	NA
6	conditiontumor	condition	-0.66801776905	-0.340572849422216	-0.018276146807499925	0.07099999999999995	0.01558333333333333	0.9999990559364164	3439.1880799700916	3711.5974478998032	NA	NA	NA	NA	NA	NA	NA	NA
7	(Intercept)	NA	-0.009859979025999999	0.2646595530218659	0.5495330827250001	0.121	0.008383333333333328	1.0005300885900554	922.839661550442	2094.244565863838	-5.10653167175	-4.63186435494	-4.13182849	0	0	1.0054223295018527	281.223969648388	325.39646711052325
7	conditionB7H3	condition	-0.53760753825	-0.20079931828205794	0.1470805366500003	0.27625	0.07725	0.9998615019451412	992.2103594174397	3519.184156360706	NA	NA	NA	NA	NA	NA	NA	NA
7	conditionCD28-41BB	condition	-0.3921676195	-0.0547283790527556	0.2682483772000002	0.6085	0.26075000000000004	1.0009094267503755	671.3635864938112	2794.290016811201	NA	NA	NA	NA	NA	NA	NA	NA
7	conditionCD8-41BB	condition	-1.9221973502499998	-1.52125916127375	-1.10601530175	0	0	0.999998459971054	346.13347861608503	1777.392140854376	NA	NA	NA	NA	NA	NA	NA	NA
7	conditionSTOP	condition	-0.007108449332999993	0.34402045539307136	0.6807678864250001	0.08150000000000002	0.032285714285714286	0.999979574544093	1390.2009353359028	2781.547870709682	NA	NA	NA	NA	NA	NA	NA	NA
7	conditiontumor	condition	0.3150830744	0.666179602586525	1.01554638025	7.500000000000284e-4	2.499999999999947e-4	1.0005628476848205	1122.5729016668467	2238.6702156820893	NA	NA	NA	NA	NA	NA	NA	NA
8	(Intercept)	NA	-0.6526530114	-0.41785517360882	-0.18520785512499996	0.0044999999999999485	3.3928571428570864e-4	1.000846413955188	3141.8930265963245	3135.7355832078574	-6.045990809499999	-5.5590225075875	-5.0890723745	0	0	1.0000073452783913	2589.73316337833	2278.615659999268
8	conditionB7H3	condition	-0.8601572852	-0.5052270001634237	-0.14526653644999996	0.014249999999999985	0.01293749999999999	0.9998518261007465	2713.3156181216677	3434.1139806456354	NA	NA	NA	NA	NA	NA	NA	NA
8	conditionCD28-41BB	condition	0.26848488719999997	0.5963093553055	0.9286220357000001	4.999999999999449e-4	4.999999999999449e-4	1.0003613039720514	3977.667303776987	3702.2183490304087	NA	NA	NA	NA	NA	NA	NA	NA
8	conditionCD8-41BB	condition	-0.0315589775775	0.2914990143049788	0.629670826375	0.12350000000000005	0.021583333333333326	1.0004380438467233	3659.4670429395687	3708.4174734517064	NA	NA	NA	NA	NA	NA	NA	NA
8	conditionSTOP	condition	-0.184798839125	0.15790200746466132	0.49533986122500034	0.36650000000000005	0.13748214285714286	1.0001253278279307	2943.2717148130396	2257.398243726609	NA	NA	NA	NA	NA	NA	NA	NA
8	conditiontumor	condition	0.526005338225	0.84702153239475	1.1729520122500003	0	0	0.9998546718483465	3067.7967970951327	3379.811696768015	NA	NA	NA	NA	NA	NA	NA	NA
9	(Intercept)	NA	-0.22326476815000001	0.044107234871235	0.31313830925	0.6579999999999999	0.04898437499999999	1.0006136816570395	1172.2922820175925	3208.021531220681	-5.7883466095	-5.30894663991	-4.852728149999999	0	0	1.0000070867880466	1886.1806563395237	1227.4997222241154
9	conditionB7H3	condition	-0.22238273555000002	0.11969324354213218	0.45249012117500004	0.44275	0.10009375	1.001099436397238	1691.6065501812466	3695.851997564091	NA	NA	NA	NA	NA	NA	NA	NA
9	conditionCD28-41BB	condition	-0.5826496591	-0.24492267025140602	0.09208229235000004	0.1955	0.07578125	1.0004863389512968	1875.1273642551887	3399.304304538833	NA	NA	NA	NA	NA	NA	NA	NA
9	conditionCD8-41BB	condition	-0.91514920825	-0.579200719701975	-0.2181885585249999	0.005750000000000033	0.0022499999999999964	1.0002324017106103	2802.0534289739617	2746.7968711495246	NA	NA	NA	NA	NA	NA	NA	NA
9	conditionSTOP	condition	-1.1106178087499998	-0.7631574725019875	-0.4066823604749999	7.500000000000284e-4	7.500000000000284e-4	0.9997685882321101	1291.687816420057	3019.3718243393487	NA	NA	NA	NA	NA	NA	NA	NA
9	conditiontumor	condition	-1.26520521475	-0.9149773734645	-0.575170227975	0	0	1.0004823077834346	999.4555956387063	3196.404583962833	NA	NA	NA	NA	NA	NA	NA	NA
